username,reported_following,reported_followers,processed_following,processed_followers
edin_av7,0,0,0,0
TrentHawthorne,0,0,0,0
Accelitas,0,0,0,0
Fabio__Valle,0,0,0,0
ImageToWordAI,0,0,0,0
OrderCo_,0,0,0,0
PeteHaas,0,0,0,0
0xnish17,0,0,0,1
voicebotai,0,0,0,12
DonaldH78247344,0,0,0,0
AiKeyXL,0,0,0,0
SyedObaid_ai,0,0,0,0
ZeroToSignal,0,0,0,0
prodopsai,0,0,0,0
mateo_lopez4058,0,0,0,1
Tobias54234,0,0,0,0
jason_copeland,0,0,0,0
_ai_collective,0,0,0,40
EmmerichMarcelo,0,0,0,0
atlas_res,0,0,0,22
herrteppich,0,0,0,0
NathanielLugh,0,0,0,0
Scottynx3,0,0,0,0
ui_ppdesign,0,0,0,0
sri_srikrishna,0,0,0,2
iamwsubramanyam,0,0,0,4
PlanetJCG,0,0,0,0
d3f4ult_anon,0,0,0,0
GarrettEastham,0,0,0,0
davidcascino,0,0,0,0
bamidhelay,0,0,0,0
FieldToFuture,0,0,0,0
hellotoofai,0,0,0,0
FutureTechExplr,0,0,0,0
coolpo_Ray,0,0,0,0
daniipreneur,0,0,0,1
Dunya8a,0,0,0,0
Marc__Watkins,0,0,0,0
davidteren,0,0,0,2
sanfeon,0,0,0,0
theichap,0,0,0,1
Gulag_CP,0,0,0,0
GkikasMenelaos,0,0,0,0
mateofh,0,0,0,0
intellectfaces,0,0,0,1
BenCamara,0,0,0,0
agholdier,0,0,0,1
_novable_,0,0,0,1
jpazsoldan,0,0,0,0
Subhash_Peshwa,0,0,0,0
AmelNozieres,0,0,0,0
JustinJaquette,0,0,0,0
PakistanPress5,0,0,0,0
edhumbling,0,0,0,0
josancamon19,0,0,0,3
vaibhav_p1234,0,0,0,1
madhavaggar,0,0,0,4
XRarchitect,0,0,0,0
NianticEng,0,0,0,0
kat_kampf,0,0,0,18
qubitium,0,0,0,12
KarimBhalwani,0,0,0,0
ilyatabakh,0,0,0,1
danielko,0,0,0,9
yousefrol,0,0,0,1
tarteelAI,0,0,0,0
infiniteyay,0,0,0,19
realAiCoaches,0,0,0,0
yoovibeofficial,0,0,0,0
SpencrHakimaln_,0,0,0,0
DanielB15544759,0,0,0,0
charleswangb,0,0,0,10
NavV96,0,0,0,0
brianrkelly,0,0,0,0
_Evan_Boyle,0,0,0,0
CascadiaJS,0,0,0,0
thinkaicorp,0,0,0,0
HakimMerah,0,0,0,0
jim2,0,0,0,1
NikiVale7,0,0,0,0
Borhane_B_H,0,0,0,0
kovalsky_stas,0,0,0,13
SandriGiulia,0,0,0,0
TaulDeParse,0,0,0,0
renshaolei,0,0,0,2
ryzhokhin,0,0,0,3
Zebra_023,0,0,0,0
MPentzauthor,0,0,0,0
DataDotOrg,0,0,0,0
congruent_ai,0,0,0,0
danivelikova,0,0,0,0
BotEatBrain,0,0,0,0
josephpollack,0,0,0,9
Gdz_AAA,0,0,0,0
Bitext,0,0,0,0
julianharris,0,0,0,50
alex_azimbaev,0,0,0,21
rAIchen_,0,0,0,0
vio_006,0,0,0,4
twishmay,0,0,0,2
BellinCrys40000,0,0,0,0
kadamsahil2511,0,0,0,0
Mo_Alghanam,0,0,0,0
c_hawaiini,0,0,0,0
WriteLikeAGhost,0,0,0,0
nkgoutham,0,0,0,1
notrealltd,0,0,0,0
phanindra_ai,0,0,0,1
balajivis,0,0,0,14
rishisutraa,0,0,0,0
Eli_Schwartz,0,0,0,0
GeoffPeterson,0,0,0,0
Moor_Quantum,0,0,0,0
realGopisetty,0,0,0,0
m_hsnzadeh,0,0,0,1
mstysin,0,0,0,0
waghnakh_21,0,0,0,5
calledasaj,0,0,0,1
invisibleai,0,0,0,1
Boehmeio,0,0,0,0
BartronPolygon,0,0,0,0
y729317,0,0,0,1
takaakikakei,0,0,0,1
aadi_thiru,0,0,0,1
bffmike,0,0,0,4
softwaredoug,0,0,0,37
quid_official,0,0,0,8
samuellawrentz,0,0,0,1
frishtik_fr,0,0,0,0
craigmullins,0,0,0,21
BenPanconi,0,0,0,0
nanogenomic,0,0,0,10
sankd_ga,0,0,0,0
Cecile0112358,0,0,0,0
tomasbog,0,0,0,1
arna_ghosh,0,0,0,35
pascalnet,0,0,0,2
PurchaseApps_Ai,0,0,0,0
jaaanaru,0,0,0,19
techno_pahadi,0,0,0,0
lundryana,0,0,0,1
nikjogo,0,0,0,0
shalerhouser,0,0,0,1
jonathanmendez,0,0,0,5
Jacevining,0,0,0,0
ThuggyPinch,0,0,0,0
Nosremetnarg,0,0,0,0
DmitriyStoyanov,0,0,0,0
dominic_w,0,0,0,11
drownwave,0,0,0,0
weaviate_io,0,0,0,133
EmergentMind,0,0,0,0
Kalamiai,0,0,0,0
oculogica,0,0,0,0
Rick_Pescatore,0,0,0,0
MrFourToEgiht,0,0,0,0
blackup_tech,0,0,0,0
HollyClarkEdu,0,0,0,0
ChrisUniverseB,0,0,0,0
redbean_ai,0,0,0,0
AleefMahmud,0,0,0,0
taepov,0,0,0,0
aimadlab,0,0,0,1
nikolaygb,0,0,0,4
PaulTurner667,0,0,0,0
secureailabs,0,0,0,0
vtarcBRICC,0,0,0,0
CardiologyIntel,0,0,0,0
NancyLeeRuther1,0,0,0,0
oxipitAI,0,0,0,0
CARPLai,0,0,0,0
stanford_aide,0,0,0,0
MedicalSaleGuy,0,0,0,0
CountrysideMall,0,0,0,0
nanianeleia,0,0,0,0
reblapp,0,0,0,0
alexdong,0,0,0,0
syntheticscoop,0,0,0,0
Yirro_plus,0,0,0,0
AmarelCharitas,0,0,0,0
jaskobes,0,0,0,0
Iamnotmanish,0,0,0,0
BlessedJELIAL,0,0,0,0
Dan108432,0,0,0,0
MultimodalAI_UK,0,0,0,0
ludovicbodin,0,0,0,0
DelightLabs_AI,0,0,0,0
Gotcha_emotions,0,0,0,0
davidrdesign,0,0,0,0
AllThingsApx,0,0,0,0
cyberandy,0,0,0,12
Marie_Haynes,0,0,0,0
AIPuppetMaster,0,0,0,0
BhavdeepSingh93,0,0,0,0
madhavsinghal_,0,0,0,48
leah_walczak,0,0,0,6
rgblong,0,0,0,63
ineshipolito,0,0,0,10
MarcusFidelius,0,0,0,0
KKumar_ai_plans,0,0,0,0
easyexplorar,0,0,0,0
samlagerstrom,0,0,0,0
AdilZtn,0,0,0,0
du_maximilian,0,0,0,23
huaijiangzhu,0,0,0,16
hr0nix,0,0,0,16
davenielsen,0,0,0,11
jasondbusch,0,0,0,2
levelpathai,0,0,0,0
LaurenceKuek,0,0,0,0
E_Musk_xx,0,0,0,0
businessofbots,0,0,0,0
AIChatbotNews,0,0,0,0
TopAItools_,0,0,0,0
kainamer,0,0,0,3
TheWillTruth,0,0,0,0
DmitryRODIN73,0,0,0,0
angiereadPR,0,0,0,0
fdaudens,0,0,0,30
safe_trusted_ai,0,0,0,8
ConnalParsley,0,0,0,0
ninavoluminosa,0,0,0,0
bronwynjo,0,0,0,4
ruu_1010,0,0,0,1
McD_Bryce,0,0,0,0
ymorishita,0,0,0,0
deji_panda,0,0,0,0
DarwinGov,0,0,0,0
0x_s007,0,0,0,0
RuvoAla,0,0,0,0
KhybercityPk,0,0,0,0
HomesGlobe,0,0,0,0
sandruskiag,0,0,0,0
AIProspekt,0,0,0,0
BlakeJo24841760,0,0,0,0
peripety_labs,0,0,0,5
krishnan,0,0,0,10
Yweelu91951,0,0,0,0
antferdom,0,0,0,12
1stMarsColonist,0,0,0,0
seanmmitchell,0,0,0,4
patrickscoleman,0,0,0,2
TheSolSaverX,0,0,0,0
dmh2_2021,0,0,0,0
chris__lu,0,0,0,13
DamonKost,0,0,0,0
timraybould,0,0,0,0
thembmohamed,0,0,0,0
singh_piram,0,0,0,0
aitipseveryday,0,0,0,0
GenAiAlien,0,0,0,0
WPips97123,0,0,0,0
ShouvikNYC,0,0,0,0
derekflanz,0,0,0,5
Kevin__Schneide,0,0,0,0
akshayaiwala,0,0,0,0
Echuu_AIVTUBING,0,0,0,0
posters_banners,0,0,0,0
ChatAE_ai,0,0,0,0
yuto_ai_agent,0,0,0,0
HereYouGofirst,0,0,0,0
Wihaw9874330,0,0,0,0
antoninorau,0,0,0,0
KSSJournal,0,0,0,0
georgecursor,0,0,0,2
ash_lewis_,0,0,0,0
softmax_qkv,0,0,0,11
oliveremberton,0,0,0,6
ChrisRisdon,0,0,0,0
GeorgeKao,0,0,0,0
tedwinway,0,0,0,2
bradenwrote,0,0,0,0
dan__treasure,0,0,0,0
KolPulseAI,0,0,0,0
NovaSkyAI,0,0,0,0
alexrigler,0,0,0,5
Vibecodeswork,0,0,0,0
RipRawlings,0,0,0,0
ReeceHarding,0,0,0,0
chrisgford,0,0,0,2
SwainMotilal,0,0,0,0
CrystalEBentley,0,0,0,0
roam,0,0,0,8
marktrevitt,0,0,0,0
Henry_Flowgpt,0,0,0,0
jhrubin,0,0,0,0
oswaldolreyes,0,0,0,6
SherazK96511438,0,0,0,0
IAmNadeemSaifi,0,0,0,0
benfritz,0,0,0,4
lightingcatcher,0,0,0,0
mayankjen,0,0,0,0
dhruvtruth,0,0,0,6
IgniteAIcomm,0,0,0,0
JumpAdvisorAI,0,0,0,0
ellasarah938,0,0,0,0
elon_official67,0,0,0,0
dkhintze,0,0,0,1
prestonholland6,0,0,0,10
Local4News,0,0,0,0
EA_x_AI,0,0,0,0
LisaAtBay,0,0,0,0
cole_gulino,0,0,0,2
ocolluphid,0,0,0,5
MarcPickett1,0,0,0,0
andy_xor,0,0,0,5
daltontomlin,0,0,0,0
Clippy_98,0,0,0,0
AlanMillanViv,0,0,0,0
ascend_vc,0,0,0,0
Madambettina,0,0,0,0
Abnormal_AI_Inc,0,0,0,0
KikuHealth,0,0,0,0
gaurabhmathure,0,0,0,2
rannsolve,0,0,0,1
ehsan_hoque,0,0,0,18
kaliouby,0,0,0,58
empatica,0,0,0,7
coveo,0,0,0,5
feigaobox,0,0,0,5
BellaireAI,0,0,0,0
LeeJohn3029874,0,0,0,0
Mihonarium,0,0,0,0
stanislavfort,0,0,0,219
markowifk,0,0,0,0
LaraThurnherr,0,0,0,0
_achan96_,0,0,0,32
Steevens43,0,0,0,0
cryptoautoapp,0,0,0,0
walterhugo02,0,0,0,0
MarieRooh,0,0,0,0
Asperjasp,0,0,0,0
IONaerIntl,0,0,0,0
pjdecarlo,0,0,0,4
AndrewUlloa_,0,0,0,0
MatthieuGB,0,0,0,0
joderiah,0,0,0,0
_shekharVinayak,0,0,0,0
s4mzai,0,0,0,0
rahul_bijlani,0,0,0,1
RuiboLiu,0,0,0,0
karthikselvarjn,0,0,0,0
Kato_Vision,0,0,0,0
hananrokach,0,0,0,0
AdaptiveUnbound,0,0,0,0
beautyblog_es,0,0,0,0
aginaut_,0,0,0,0
danyulol,0,0,0,0
Xiaojie_Gu_2002,0,0,0,0
Lynncc6,0,0,0,0
CrushUnlock,0,0,0,0
AngryTomtweets,0,0,0,0
CultureTouchNY,0,0,0,0
LouisKirschAI,0,0,0,0
aisearchio,0,0,0,2
RCOUTLAWZ,0,0,0,0
AlphonsePrompts,0,0,0,0
AiArtGen001,0,0,0,0
all_images_ai,0,0,0,1
StoriesGPT,0,0,0,0
haOFei,0,0,0,0
kolar_eth,0,0,0,3
noratutor,0,0,0,0
RealJoseZuma,0,0,0,0
amdulin,0,0,0,1
ghnagari,0,0,0,1
OhOkayLauren,0,0,0,0
raufakdemr,0,0,0,1
thesecara,0,0,0,3
yasu_919,0,0,0,2
the1024th,0,0,0,1
jeremy_may3r,0,0,0,0
YiraikaR83762,0,0,0,0
IndieMediaChi,0,0,0,0
1Jason_Runyon,0,0,0,0
arnaudai,0,0,0,63
WealthWire0203,0,0,0,0
aibotplug,0,0,0,0
heyBarsee,0,0,0,0
AgentLocker,0,0,0,0
yunze_liu,0,0,0,0
saadsheriff08,0,0,0,2
surendraa20,0,0,0,0
penberg,0,0,0,36
softminus,0,0,0,9
SherryRegi23349,0,0,0,0
pavvvo,0,0,0,1
aiforanyone,0,0,0,4
victor_rojo,0,0,0,0
zeunas,0,0,0,1
arshamg_,0,0,0,19
riveterhq,0,0,0,1
msg,0,0,0,12
statnomaly,0,0,0,0
JinjingLiang,0,0,0,0
NotionHQ,0,0,0,0
DJiafei,0,0,0,0
digitalsci,0,0,0,13
MatthewDoel,0,0,0,0
namrata_kapur,0,0,0,0
IvarSagemo,0,0,0,0
MichaelHyatt,0,0,0,0
andrii_za,0,0,0,0
jessicascorpio,0,0,0,4
geniusbutmodest,0,0,0,0
Condottieri121,0,0,0,0
WriteSonic,0,0,0,0
MetaflowAI,0,0,0,0
Sid_Sid0410,0,0,0,0
bogdankrupin,0,0,0,0
getfoundonai,0,0,0,0
MajellaHickey,0,0,0,0
philipng0_,0,0,0,0
parasharmrigesh,0,0,0,2
peterbasiakos,0,0,0,0
jessicastonish,0,0,0,0
virprabh,0,0,0,20
HarikrishnaPi10,0,0,0,0
BlimEth,0,0,0,0
iamtechonda,0,0,0,3
AlexaNFreyre,0,0,0,0
VirtueAI_co,0,0,0,0
allthingsAQ,0,0,0,0
anibalmadrid91,0,0,0,0
santilli,0,0,0,5
EvanCByrne,0,0,0,0
Rachit_U8,0,0,0,0
aipulserx,0,0,0,13
Ryan__Rhys,0,0,0,0
npparikh,0,0,0,67
checkerschaf,0,0,0,0
radicalvcfund,0,0,0,40
badenglishteal,0,0,0,0
Algocentric,0,0,0,0
ryanheathAI,0,0,0,0
anuma010,0,0,0,0
DylanJWatkins1,0,0,0,0
noelwebb,0,0,0,0
vineetjoseph,0,0,0,0
kwesi_acquay,0,0,0,1
robingerardlobo,0,0,0,0
joshyatt2,0,0,0,0
esloof,0,0,0,3
Nils_Reimers,0,0,0,0
igoro,0,0,0,5
muhammad_s41790,0,0,0,0
revenue_io,0,0,0,4
Kaelic1,0,0,0,0
BootsKongi,0,0,0,0
saba_khalilnaji,0,0,0,6
recsci,0,0,0,0
KenichiHirama2,0,0,0,0
SalmanBuilds,0,0,0,0
shaftfinance,0,0,0,0
glidr,0,0,0,1
co2rail,0,0,0,2
oschinski,0,0,0,1
SophiaWorth7,0,0,0,0
romanlutz13,0,0,0,6
SkotBotCambo,0,0,0,0
BeaBytes,0,0,0,0
AISafetyEvents,0,0,0,0
ReplaceAllHuman,0,0,0,0
BlackBoxBlame,0,0,0,0
ChangbaiLi,0,0,0,0
miamiaihub,0,0,0,0
TheAadityaDubey,0,0,0,0
Lorena50716279,0,0,0,0
MichalStefanow,0,0,0,0
llmvibes,0,0,0,1
DeepakNesss,0,0,0,0
SynergiseAI,0,0,0,0
esratech,0,0,0,10
DanAkarca,0,0,0,0
JyrrellLee,0,0,0,0
KoalaAIOfficial,0,0,0,0
ArielleCPX,0,0,0,0
JeeChatt,0,0,0,0
Sleuth_AI_app,0,0,0,0
giaccoangelo,0,0,0,13
mdwareing,0,0,0,0
roo_code,0,0,0,15
sublayerapp,0,0,0,2
1900DataRat,0,0,0,0
minded_ai,0,0,0,4
nittarab,0,0,0,1
quantumcastaway,0,0,0,10
scottwernerd,0,0,0,6
thecodenamev,0,0,0,1
matayuuuu,0,0,0,2
ciphertoone,0,0,0,0
yukl_dev,0,0,0,2
MarkusEicher70,0,0,0,0
jeffhollan,0,0,0,30
elbruno,0,0,0,5
daveten_,0,0,0,0
Somatix,0,0,0,0
Mike_Mack,0,0,0,0
Camunda,0,0,0,0
Elon__musk__478,0,0,0,0
_nicondev,0,0,0,1
ai_pitchside,0,0,0,0
Simeon_Cps,0,0,0,0
aryanguls,0,0,0,4
PerrierTao,0,0,0,0
PietroCasella,0,0,0,0
heydave7,0,0,0,52
bradsferguson,0,0,0,17
katheri68012616,0,0,0,0
iwishiwereai,0,0,0,0
AutoScreenAI,0,0,0,0
andrewhopper,0,0,0,5
adaluaa,0,0,0,0
brandalisms,0,0,0,5
AIAwardsIrl,0,0,0,0
vittbond,0,0,0,2
DavidMathison,0,0,0,0
woawmedia,0,0,0,0
MaryExMachina,0,0,0,0
rebataur,0,0,0,0
sonicaghi,0,0,0,2
kvish99,0,0,0,0
SFlaho6,0,0,0,0
weschow,0,0,0,5
DaniAcostaAI,0,0,0,0
serwaa_simpeh,0,0,0,0
logilityinc,0,0,0,2
ttccai1,0,0,0,0
NarrativeSeeker,0,0,0,0
AntoineGrondin,0,0,0,0
morgymcg,0,0,0,104
fastinoAI,0,0,0,0
lavanyaai,0,0,0,127
Ivangrov,0,0,0,0
AliciaLycan,0,0,0,0
maximilianrehn,0,0,0,1
ScienceStanley,0,0,0,0
mmsltn,0,0,0,31
halilozturkci,0,0,0,3
haydenfield,0,0,0,34
andrewkhvatov,0,0,0,0
yuky_az,0,0,0,3
th_sat,0,0,0,1
RehAIstics_Lab,0,0,0,0
red_vined,0,0,0,0
sojoodi,0,0,0,0
EagleTong3,0,0,0,0
AaliyaJakir,0,0,0,0
wolfrowell,0,0,0,2
JacobNye,0,0,0,0
LabsTatva,0,0,0,0
_Paul_de_Souza,0,0,0,0
younqchan,0,0,0,14
devopsdream,0,0,0,0
MariannaBergama,0,0,0,0
bsteenwin,0,0,0,0
IT_Kabootar,0,0,0,0
sohangir,0,0,0,0
jraad27,0,0,0,0
RyanAEMetz,0,0,0,0
mdinic,0,0,0,2
XXyykohk,0,0,0,0
SoichiroJp,0,0,0,0
sanjay_iiitm,0,0,0,1
crusoeselkirk,0,0,0,0
BeSuperHuman_AI,0,0,0,0
HauckJan29840,0,0,0,0
Graham_dePenros,0,0,0,0
BhowardSZN,0,0,0,0
_HooJR,0,0,0,0
Abunadnce42,0,0,0,0
viewyourdata,0,0,0,0
ramakmolavi,0,0,0,5
skarp_ai,0,0,0,0
LiquidData,0,0,0,0
webshrinker,0,0,0,0
nareshshah139,0,0,0,7
allvisiontech,0,0,0,0
rxggietan,0,0,0,0
AuroraSerotonin,0,0,0,0
vikchaudhary,0,0,0,3
sv_padd,0,0,0,0
sv2pad2,0,0,0,0
sssv2pad,0,0,0,0
sv2padd,0,0,0,0
SiliconVpad,0,0,0,0
ValleyLaunchpad,0,0,0,0
sv_aipad,0,0,0,0
svlexpad,0,0,0,0
siliconvl,0,0,0,0
svpad_v2,0,0,0,0
sv2pad3,0,0,0,0
CaptchaC47,0,0,0,0
BowenBelmer,0,0,0,0
AiProdCatalyst,0,0,0,0
aiagentsbuildr,0,0,0,0
dognaught,0,0,0,0
vieome1,0,0,0,0
skypilot_org,0,0,0,37
moe_cherif,0,0,0,1
UnplugAIUK,0,0,0,0
BluegrassOG,0,0,0,0
real_schwers,0,0,0,0
IKrietzberg,0,0,0,0
twestes,0,0,0,1
Syntiantcorp,0,0,0,0
EngagedSMM,0,0,0,0
KidsReadBooks,0,0,0,0
Pizza_Later,0,0,0,0
BellringerMusic,0,0,0,0
coffahei,0,0,0,0
NVIDIARobotics,0,0,0,0
TechNextMedia,0,0,0,0
Vahea663,0,0,0,0
EdgeImpulse,0,0,0,0
gtmaiacademy,0,0,0,0
ankurgoyal2204,0,0,0,0
JACOB_EXOVATE,0,0,0,0
omahlove_02,0,0,0,0
mahnoor_AI,0,0,0,0
xadixone,0,0,0,1
iddar,0,0,0,1
jonaylor89,0,0,0,0
IXICOnews,0,0,0,0
brian_cash12,0,0,0,0
watkins_welcome,0,0,0,16
gemmagaldon,0,0,0,1
charvvvv_,0,0,0,4
vdoellgast,0,0,0,1
clairevo,0,0,0,74
carol_phil7130,0,0,0,0
winnypine,0,0,0,1
TinkyTara01,0,0,0,0
aviationblogs,0,0,0,4
SidKandan,0,0,0,0
magicaicaster,0,0,0,0
EugenAlpeza,0,0,0,0
opengrowth_,0,0,0,0
AkoolInc,0,0,0,0
fal000da,0,0,0,2
rozgo,0,0,0,4
prakharg01,0,0,0,1
nthapen,0,0,0,3
qure_ai,0,0,0,23
kunaldargan,0,0,0,6
sasank51,0,0,0,34
amber_rowland,0,0,0,1
HAL51AI,0,0,0,0
fedcarrara97,0,0,0,0
gauravkmk,0,0,0,0
PrunaAI,0,0,0,0
MattSawyerNYC,0,0,0,0
dummmybananana,0,0,0,0
650AILab,0,0,0,0
CapitelAI,0,0,0,0
johnjnay,0,0,0,147
futureproofmeai,0,0,0,0
EjafaBassam,0,0,0,0
OKson,0,0,0,0
joy_arulraj,0,0,0,7
dmitrshvets,0,0,0,5
RandyNeu,0,0,0,0
ElliotGracewell,0,0,0,0
Alex_MentoVC,0,0,0,0
AntonDVP,0,0,0,0
AInews_wire,0,0,0,0
saykay,0,0,0,18
CranQnow,0,0,0,0
ReshapeAutomate,0,0,0,0
_fadhli,0,0,0,1
humanoids,0,0,0,0
davrous,0,0,0,11
pascal_bornet,0,0,0,44
CaiireMGH,0,0,0,0
Sam_Awrabi,0,0,0,0
FwuffySeal,0,0,0,0
ayyucekizrak,0,0,0,14
TarianLaRaze,0,0,0,0
emergenceAi_,0,0,0,0
DrowRanger734,0,0,0,0
vineetadurani,0,0,0,0
ismaelfaro,0,0,0,5
Samultaneous,0,0,0,0
JasonDevereaux,0,0,0,0
chadwallacehart,0,0,0,5
BoffinCenter,0,0,0,0
aneilbaboo,0,0,0,4
rawalraj022gma1,0,0,0,0
LunarBites,0,0,0,0
_ericrosen,0,0,0,14
awesomericky99,0,0,0,5
KarmeshYadav,0,0,0,0
houseofsynister,0,0,0,0
fcdev_me,0,0,0,0
shirajsen,0,0,0,1
Answer_iQ,0,0,0,0
seelozinc,0,0,0,0
SidR73,0,0,0,0
nliulab,0,0,0,12
MeghanConroy10,0,0,0,0
SAGH_Net,0,0,0,0
mayankdaswani,0,0,0,3
11_Jeff_11,0,0,0,0
DeepBrain_ai,0,0,0,0
gdequeiroz,0,0,0,51
GusarichOnX,0,0,0,0
qfe_digital,0,0,0,0
NoCodeSignals,0,0,0,0
sjinhan,0,0,0,0
DamonBurrow,0,0,0,0
DashaGurovaa,0,0,0,0
uriarecio,0,0,0,1
superb_jp,0,0,0,0
lukecossey,0,0,0,0
syswarren,0,0,0,22
bind_ai,0,0,0,1
cygnist,0,0,0,0
RobotLearnInria,0,0,0,0
j4ntny,0,0,0,0
HistoricMentor,0,0,0,0
Godfrey_AI,0,0,0,0
robertzzk,0,0,0,4
RealStrech,0,0,0,0
GPTJustin,0,0,0,0
JusticeEther,0,0,0,0
vivilinsv,0,0,0,1
jazzairwaves,0,0,0,0
typefaceai,0,0,0,7
ntshxbhrdwj,0,0,0,0
Gautam_ProMax,0,0,0,0
Auditor_AI,0,0,0,0
ORICMOS6502,0,0,0,0
unstruk,0,0,0,6
NIRUPAMSARKAR19,0,0,0,0
NikiBHardy,0,0,0,0
bsrubin,0,0,0,1
coallaoh,0,0,0,66
SanthoshVTweets,0,0,0,0
maximevoisin_ai,0,0,0,21
IvSegal,0,0,0,0
FelixFusionLab,0,0,0,0
desai_pranay,0,0,0,1
TWC_TrustAI,0,0,0,0
VandyValiant,0,0,0,0
YizhuJoy,0,0,0,0
yohanwadiaai,0,0,0,4
DomainDomme,0,0,0,0
Jasmine_Energy,0,0,0,0
pwyszomirski,0,0,0,0
SASsoftware,0,0,0,0
_sukoseo,0,0,0,0
andrew_xman,0,0,0,0
techfounder3,0,0,0,3
askviable,0,0,0,3
localreviewgal,0,0,0,0
oleksandr_tech,0,0,0,0
kourouklides,0,0,0,2
_fabknowledge_,0,0,0,22
dmitriybondar,0,0,0,0
shresbm,0,0,0,52
inseungkang,0,0,0,4
naturecomputes,0,0,0,89
thedigitaldr,0,0,0,2
PrasDevadoss,0,0,0,0
Sergio_OLAI,0,0,0,0
iamshraey_,0,0,0,1
hsarp19,0,0,0,2
iamabraarsyed,0,0,0,2
johnchavens,0,0,0,38
CerenceInc,0,0,0,0
storiful,0,0,0,0
CivilAirPatrol,0,0,0,0
capcoralsprings,0,0,0,0
cap_alwing,0,0,0,0
AuxBeacon,0,0,0,0
prince_badoxy,0,0,0,0
p2pmusicc,0,0,0,0
isiahhill,0,0,0,3
ankur_maker,0,0,0,13
1stShft,0,0,0,0
ApanEyram,0,0,0,0
StromanArn56921,0,0,0,0
karanrao,0,0,0,0
SudhamaBhatia,0,0,0,0
DaneshSamy,0,0,0,0
elitecohost,0,0,0,0
techskunkworks,0,0,0,1
rahulkrdass,0,0,0,2
ColorizeImages,0,0,0,0
SanjayTechAdv,0,0,0,0
stokel,0,0,0,22
ericmeuda,0,0,0,0
varunmahajn,0,0,0,0
LifeAtNow,0,0,0,0
JonathanDodaAI,0,0,0,0
NextyAI,0,0,0,0
Pedro_He_Ca,0,0,0,0
SkanderMoalla,0,0,0,0
mikeroberts3000,0,0,0,22
AILeaksNews,0,0,0,0
chetangoa,0,0,0,0
SOTAMak1r,0,0,0,0
stephenzlu,0,0,0,2
DynamicsLab_AI,0,0,0,0
mecanouai,0,0,0,0
rrebolledo,0,0,0,0
theaieducatorx,0,0,0,3
TeachAidAI,0,0,0,0
AliUzunyolcu,0,0,0,0
AI4Pathology,0,0,0,0
HeliaGivian,0,0,0,0
chalmermagne,0,0,0,24
Yang_Supertramp,0,0,0,0
marcelsalathe,0,0,0,23
Update_ai_news,0,0,0,0
SmokeyShorts,0,0,0,0
bellapoach24,0,0,0,0
flerchin,0,0,0,0
sleon,0,0,0,0
jammastergirish,0,0,0,9
Ai4Conferences,0,0,0,0
flybridge,0,0,0,19
kamildebbagh,0,0,0,1
fkurka,0,0,0,0
rebeccali1203,0,0,0,5
timurmeyster,0,0,0,7
_studyeveryday,0,0,0,2
DePIN_aaron,0,0,0,0
jessicaowens313,0,0,0,0
_M_Ismail_,0,0,0,0
Sanjana08395511,0,0,0,0
pim_rachel,0,0,0,0
AndriiKoniukh,0,0,0,0
gadgetat,0,0,0,0
Markabernethy,0,0,0,0
Fight_Gym_tv,0,0,0,0
aint_anmol,0,0,0,0
lowellmanners,0,0,0,0
jxnlco,0,0,0,254
SUP3RNo74,0,0,0,0
jckwind,0,0,0,6
AISwipeLab,0,0,0,0
marialovin_,0,0,0,0
joyaifuo,0,0,0,1
ANIEKANUDO12,0,0,0,0
mr_rabbit8,0,0,0,0
Dana_Gardner,0,0,0,0
RustyWriter,0,0,0,0
WestsideZeus,0,0,0,0
jensenzhoujh,0,0,0,6
AshleyAdams2s1,0,0,0,0
quentin_andrews,0,0,0,1
RomanKalkreuth,0,0,0,0
DierkesJul67648,0,0,0,0
YuchenXiao5,0,0,0,0
KlemenKotar,0,0,0,0
alikolling,0,0,0,0
bravo_abad,0,0,0,51
edgarasben,0,0,0,1
SimonRAmor,0,0,0,0
EyeonAI_,0,0,0,0
fixkeyai,0,0,0,1
OljaOskolkova,0,0,0,0
sapien_ai,0,0,0,1
iF8CD7oweo2a84U,0,0,0,0
SingularityDAO,0,0,0,0
AIHobartEvents,0,0,0,0
hvac_inc33356,0,0,0,0
WarrenJWells,0,0,0,0
joinmelonio,0,0,0,0
Matt_Gustaf,0,0,0,0
yaoxiaotong,0,0,0,2
ZeroPointChris,0,0,0,0
voravismay9,0,0,0,1
vraigdl,0,0,0,0
lukeist_,0,0,0,0
scottbolinger,0,0,0,2
WineBarGeorge,0,0,0,0
sreehari_m_s,0,0,0,0
MedKarimBB,0,0,0,0
fathemetaverse,0,0,0,0
Zerolayer_sys,0,0,0,0
tian_yi_wang,0,0,0,1
FlaxSearch,0,0,0,0
muves_io,0,0,0,0
anuraagd,0,0,0,0
bullishpunk,0,0,0,0
dschubmehl,0,0,0,6
JosephSmidt,0,0,0,0
10sharmashivam,0,0,0,0
noopaloop,0,0,0,0
wbisl,0,0,0,1
leaplabsinc,0,0,0,7
brainwavecoop,0,0,0,0
ChKashifAli,0,0,0,0
thejackluo,0,0,0,0
attain_ai,0,0,0,0
ai_ritik,0,0,0,2
smartaidint,0,0,0,0
AIStartupNames,0,0,0,0
AiLiteracyLab,0,0,0,0
OscarSpaak,0,0,0,0
MarieJetteSLP,0,0,0,0
